id,label
1252611282596966402,irrelevant
1252618429888000002,true
1252676836464775168,irrelevant
1252707743707860993,true
1252802123491753984,true
1252837323584098304,irrelevant
1252875629252407296,irrelevant
1252876606818840576,irrelevant
1252879856242585601,irrelevant
1252887314172227591,misinformation
1252887738568736770,true
1252920860291129352,true
1252932604455792640,irrelevant
1252932604455792640,true
1252950832061898760,true
1252980322821533696,true
1253024098516697091,irrelevant
1253163639390867456,true
1253178055763222531,irrelevant
1253212952926142464,irrelevant
1253227602728366082,true
1253239572881829888,true
1253253901316313088,irrelevant
1253333160537944066,true
1253371055709786113,irrelevant
1253383285960396800,irrelevant
1253440325365968896,irrelevant
1253447991026802688,irrelevant
1253452185947570177,true
1253470959228669964,irrelevant
1253529081200603136,no_consensus
1253565781830483968,true
1253575070464667649,true
1253697623241814017,irrelevant
1253786811228254208,true
1253820987738595328,irrelevant
1253822451227607040,irrelevant
1253856013242888192,true
1253892030746394625,irrelevant
1253904128939642881,true
1253932636445134848,true
1253932928104423426,irrelevant
1253935211290652673,true
1253940886490079232,misinformation
1253950879197097985,true
1253954707833475073,true
1253989830767177728,true
1254026108804067329,true
1254133807835500549,irrelevant
1254226510388449280,irrelevant
1254257696091537408,irrelevant
1254260769547448320,true
1254262678186573824,true
1254267560746340352,true
1254303305532166144,irrelevant
1254307627774992384,true
1254309991881859072,irrelevant
1254327226079694848,irrelevant
1254336430169624576,irrelevant
1254348371008958465,irrelevant
1254358601013092352,irrelevant
1254370172741148672,true
1254387798208991232,true
1254527937430208512,true
1254541795209314304,irrelevant
1254554022809227270,irrelevant
1254563801170612224,true
1254571431502872576,irrelevant
1254577031855079427,true
1254609001641398272,irrelevant
1254629314777116674,true
1254648153891979264,true
1254656863657848834,true
1254659298266771456,irrelevant
1254666044712660992,irrelevant
1254693074422267909,true
1254743116847800323,no_consensus
1254754336598446081,misinformation
1254804283087679488,irrelevant
1254872302883237888,no_consensus
1254937134412095488,irrelevant
1254941941243850753,true
1254942186572926976,irrelevant
1254958639854411776,true
1254991774721794048,true
1255000301012160512,true
1255060921686216704,irrelevant
1255070642732298240,irrelevant
1255072782150438912,true
1255110413936517120,true
1255132386649452547,true
1255141950061047826,true
1255152837836734467,no_consensus
1255191610746265600,true
1255212644660727808,irrelevant
1255239434146111491,irrelevant
1255264108947136513,true
1255299768936534017,irrelevant
1255302527882534912,irrelevant
1255303644616036352,irrelevant
1255306516757913602,irrelevant
1255338657600372738,irrelevant
1255346488877645825,true
1255349199740207105,irrelevant
1255351641529876480,true
1255357528076156930,irrelevant
1255370082081034240,true
1255391480824373253,true
1255392393404264450,irrelevant
1255396697930436609,true
1255444649512251393,no_consensus
1255445240925872139,true
1255446301623193600,true
1255450642233073666,irrelevant
1255466784473468931,irrelevant
1255478022339248133,true
1255487342909050881,true
1255500109535641604,true
1255512843656540161,irrelevant
1255522054734045185,irrelevant
1255626271385481216,irrelevant
1255695397579882504,true
1255701796485500930,irrelevant
1255706648196284421,true
1255717518758547456,true
1255719918500057088,true
1255736494016221184,irrelevant
1255753592666873856,irrelevant
1255760181171908608,true
1255786284401868801,true
1255797445591568386,misinformation
1255800196719665153,irrelevant
1255805735876751360,true
1255808010615549952,irrelevant
1255811300887719936,misinformation
1255814291690643456,true
1255840885176061955,true
1255866004090961921,true
1255873671970697216,misinformation
1255873755135438850,true
1255876883897438208,true
1255997517033902080,irrelevant
1256017295832424454,irrelevant
1256023333323386881,irrelevant
1256024942073741312,true
1256040969129963520,irrelevant
1256058384672931843,irrelevant
1256064539449331712,true
1256069609850994688,true
1256071150578339846,true
1256085100313235461,irrelevant
1256090558512037888,irrelevant
1256094259993645056,true
1256103409893076992,true
1256116358762295296,true
1256118540442021889,irrelevant
1256122387113799680,irrelevant
1256127813968711680,irrelevant
1256139990808948736,true
1256148699627106304,true
1256159868618108928,irrelevant
1256170887365013505,true
1256173614333702145,irrelevant
1256184478713561088,true
1256194979195584513,true
1256248846427930627,irrelevant
1256255090052206593,irrelevant
1256257701920768000,no_consensus
1256525124758417409,irrelevant
1256528964220145668,irrelevant
1256538382575955968,irrelevant
1256543753243893763,no_consensus
1256544932711415808,true
1256558282925387776,true
1256582429717954561,true
1256586862161887233,irrelevant
1256590118237818881,true
1256628680983367681,irrelevant
1256634924892708867,true
1256696290533990400,irrelevant
1256696354203594752,irrelevant
1256738251752247299,irrelevant
1256751715728060416,true
1256799497352409089,misinformation
1256799778039455746,irrelevant
1256805822278955009,irrelevant
1256838294064648192,true
1256873299797094401,misinformation
1256873517691269122,true
1256877825677840385,irrelevant
1256904902044823554,true
1256912409270398976,true
1256935431016497156,irrelevant
1256937001208606721,irrelevant
1256942716916609024,misinformation
1256955813853188096,no_consensus
1256982610753933313,true
1257005148733411328,irrelevant
1257043345903202304,irrelevant
1257049455267852290,irrelevant
1257077107177320448,true
1257091082053021698,misinformation
1257093475503349760,irrelevant
1257100149232287744,irrelevant
1257126606386204672,true
1257142401644167169,irrelevant
1257142988075081728,true
1257158158650351617,true
1257169440677875714,true
1257173405436014598,irrelevant
1257176102360870914,true
1257177320776843264,true
1257184155940446209,true
1257192988834435074,true
1257194508749426688,irrelevant
1257204826515165185,true
1257210915369316354,true
1257231693733396480,true
1257263284903788544,misinformation
1257263701641424897,irrelevant
1257269612418183168,irrelevant
1257269846464741376,true
1257289844545511425,true
1257295649713778688,true
1257298141889486855,irrelevant
1257308295552921600,true
1257328403121754113,true
1257333423921823747,true
1257336179428675584,true
1257341727066767360,true
1257348749657083905,irrelevant
1257366146933764100,true
1257466785844137985,true
1257504194765836288,true
1257515268483383297,irrelevant
1257517848169189376,true
1257518789433982983,true
1257520345759842304,true
1257549599436427264,true
1257557678106087425,true
1257558160648200193,irrelevant
1257558200443744258,true
1257558775352954888,true
1257561674149621760,true
1257561941578403840,true
1257563608642396161,irrelevant
1257571559889305600,irrelevant
1257571795235823617,true
1257575834484969473,true
1257584204616876034,true
1257630082350239745,irrelevant
1257657197959483392,true
1257822631316779008,irrelevant
1257839532788965377,irrelevant
1257850863839633408,true
1257865373493288962,true
1257877059814043648,true
1257877955705012224,misinformation
1257887324270034945,true
1257892745965744128,true
1257896389251481601,irrelevant
1257899663232872450,true
1257909989340930049,true
1257910189661044736,true
1257919830788681728,irrelevant
1257932388748922881,true
1257933757589250049,true
1257941766445174784,true
1257960737462509568,true
1257986876050272256,irrelevant
1257998728448798720,irrelevant
1258001090852708352,irrelevant
1258024907511697409,irrelevant
1258028490055536641,true
1258030617079447553,irrelevant
1258050776926007299,true
1258063978208440320,true
1258191267583766528,true
1258232687598305280,irrelevant
1258242481033867264,misinformation
1258250837433827328,true
1258257132123639808,irrelevant
1258264146799235074,irrelevant
1258291058049347584,irrelevant
1258298882523648000,irrelevant
1258311200418430977,true
1258330881040592899,true
1258347951849500673,irrelevant
1258415238245806080,irrelevant
1258451884685197327,irrelevant
1258550060360413189,no_consensus
1258576700591550465,irrelevant
1258593599177945089,true
1258615480417484800,true
1258629093202903040,true
1258634756469583872,true
1258641119866499074,true
1258643359352020992,true
1258652929290100737,irrelevant
1258656265758101504,true
1258679192998182912,misinformation
1258689514165264385,irrelevant
1258694846820294656,true
1258700444810874880,true
1258709092681396225,true
1258716106988150785,irrelevant
1258732339577999360,true
1258736362716610571,irrelevant
1258768311824773120,irrelevant
1258880869592268802,irrelevant
1258901489579257856,irrelevant
1258947165751140353,true
1258953905175695366,true
1258956191926857728,irrelevant
1258962827118809089,irrelevant
1258970407501103104,irrelevant
1258974100791242752,irrelevant
1258974283881046016,irrelevant
1258977294049107970,true
1258980656291274752,true
1258984608391204866,irrelevant
1258994046166433792,true
1259000345193099265,irrelevant
1259026898153164800,true
1259029381403443200,true
1259056622334365696,need_expert_judgment
1259085438960013312,true
1259093615348940801,true
1259097536297439238,true
1259103133487075329,irrelevant
1259293616666628098,irrelevant
1259307310813523968,irrelevant
1259316199201968130,true
1259327936215216135,true
1259338725349183488,true
1259344942582784005,true
1259381633926324225,true
1259381767565463553,true
1259411617483120641,irrelevant
1259416078213505024,misinformation
1259428001432961025,irrelevant
1259435879308734466,irrelevant
1259456640497053697,true
1259537311743655938,irrelevant
1259663099793195009,true
1259685779250409473,irrelevant
1259688733193859073,true
1259695202526093312,true
